filesection	Level	tab	section	subsection	                            Notes	Case	Formal/Informal	Español	English	Esperanto	Deutsch	Zuritüütsch	Lingvaro (https://github.com/lquesada/Lingvaro) - Copyright (c) 2019, Luis Quesada Torres - https://github.com/lquesada | www.luisquesada.com
6_conversation	A1	Conversation	Travel					me voy el viernes	I'm leaving on Friday	mi foriras vendrede	ich fahre am Freitag	ich faare am Friitig	
6_conversation	A1	Conversation	Travel				Informal	¡ten un buen viaje!	have a nice trip!	bonan vojaĝon!	gute Reise!	gueti Rais!	
6_conversation	A1	Conversation	Travel				Informal	¿cuándo te vas de vacaciones?	when do you go on vacation?	kiam vi ferias?	wann gehst du in den Urlaub?	wänn gaasch du i d Ferie?	
6_conversation	A1	Conversation	Travel					siempre voy en verano	I always go in the summer	mi ĉiam ferias en la somero	ich gehe immer im Sommer	ich gaa imer im Sumer	
6_conversation	A1	Conversation	Travel				Informal	¿cómo vas a ir allí?	how are you going there?	kiel vi iras tien?	wie gehst du dorthin?	wie gasch du deethii	
6_conversation	A1	Conversation	Travel					voy en tren	I'm going by train	mi iras trajne	ich gehe mit dem Zug	ich gaa mit em Zug	
6_conversation	A1	Conversation	Travel					voy a ir conduciendo	I'm driving there	mi iras veture	ich fahre dorthin	ich faare deethii	
6_conversation	A1	Conversation	Travel					voy a ir andando	I'm walking there	mi iras piedire	ich gehe dorthin	ich gaa deethii	
6_conversation	A1	Conversation	Travel					nos vamos el 4 de junio	we are leaving on June 4th	ni foriros la 4an de junio	wir gehen am 4. Juni	mir gönd ... 4. Juni	
6_conversation	A1	Conversation	Travel					volveremos el 8 de junio	we are coming back on June 8th	ni revenos la 8an de junio	wir kommen am 8. Juni zurück	mir chömed ... 8. Juni zrugg	
6_conversation	A1	Conversation	Travel					él se va ya mismo	he is leaving soon	li lasas baldaŭ	er geht bald	er gaat bald	
6_conversation	A1	Conversation	Travel					¿cuál es el número de vuelo?	what is the flight number?	kio estas la flugnombro?	wie lautet die Flugnummer?	was isch d Flugnummer?	
6_conversation	title	Conversation	Weather		Conversation: Weather								
6_conversation	A1	Conversation	Weather					llueve	it rains	pluvas	es regnet	es rägnet	
6_conversation	A1	Conversation	Weather					está lloviendo	it is raining	pluvas	es regnet	es rägnet	
6_conversation	A1	Conversation	Weather					está lloviendo fuerte	it is raining strongly	pluvas forte	es regnet stark	es rägnet starch	
6_conversation	A1	Conversation	Weather					está lloviendo ligero	it is raining strongly	pluvas forte	es regnet stark	es rägnet starch	
6_conversation	A1	Conversation	Weather					hace frío	it's cold	estas malvarma / malvarmas	es ist kalt	s'isch chalt	
6_conversation	A1	Conversation	Weather					tengo frío	I'm cold	mi estas malvarma	mir ist kalt	ich han chalt	
6_conversation	A1	Conversation	Weather					hace calor	is hot	estas varma / varmas / estas varmega / varmegas	es ist heiß	s'isch häiss	
6_conversation	A1	Conversation	Weather					tengo calor	I'm hot	mi estas varmega	mir ist heiß	ich han häiss	
6_conversation	A1	Conversation	Weather					está templado	it's warm	estas varma / varmas	es ist warm	s'isch warm	
6_conversation	A1	Conversation	Weather					no tengo ni frío ni calor	I am warm	mi estas varma	mir ist warm	ich han warm	
6_conversation	title	Conversation	Directions		Conversation: Directions								
6_conversation	A1	Conversation	Directions				Formal	gire a la izquierda	turn left	turnu maldekstren	biegen Sie links ab	büüged Si links ab	
6_conversation	A1	Conversation	Directions				Formal	gire a la derecha	turn right	turnu dekstren	biegen Sie rechts ab	büüged Si rächts ab	
6_conversation	A1	Conversation	Directions				Formal	tome el autobús número 47 / coja el autobús número 47	take the number 47 bus	prenu la numeron 47-buso	nehmen Sie die Buslinie 47	nähmed Si de Bus Nummere 47 / nähmed Si de 47er	
6_conversation	A1	Conversation	Directions				Formal	aparque detrás del banco	park behind the bank	parku la veturilo malantaŭ la banko	parken Sie hinter der Bank	parkiere Si hinder de Bank	
6_conversation	A1	Conversation	Directions				Formal	siga recto dos bloques	go straight ahead two blocks	iru rekte antaŭ du blokojn	gehen Sie zwei Blöcke geradeaus	gönd Sie zwei Blöck graduus	
6_conversation	A1	Conversation	Directions				Formal	ande tres bloques / camine tres bloques	walk three blocks	marŝu tri blokojn	gehen Sie drei Blöcke	gönd Sie drüü Blöck	
6_conversation	A1	Conversation	Directions				Formal	pase la oficina de correos	pass the post office	pasu la poŝtoficejon	gehen Sie an der Post vorbei	günd Sie ade post verbii	
6_conversation	A1	Conversation	Directions					¿hay un banco cerca de aquí?	is there a bank near here?	ĉu estas banko ĉi tie?	gibt es hier in der Nähe eine Bank?	git's da ide Nöchi e Bank?	
6_conversation	A1	Conversation	Directions					sí, hay uno en Main Street	yes, there is one on Main Street	jes, estas unu sur Main Street	ja, es gibt einen auf der Main Street	ja, s'git eine uuf de Main Street	
6_conversation	A1	Conversation	Directions					¿hay alguna librería cerca?	are there any bookstores nearby?	ĉu estas iuj librejoj proksime?	gibt es hier Buchhandlungen in der Nähe?	git's hier Buechhandlige ide Nöchi?	
6_conversation	A1	Conversation	Directions				Formal	gire a la derecha en el tercer semáforo	turn right at the third traffic light	turnu dekstre ĉe la tria trafiklumo	biegen Sie an der dritten Ampel rechts ab	büüged Si ade dritte Ample rächts ab	
6_conversation	A1	Conversation	Directions				Formal	gire a la izquierda en el semáforo	make a left at the traffic light	faru maldekstren ĉe la trafiklumo	biegen Sie an der Ampel links	büüged Si ade Ample links ab	
6_conversation	A1	Conversation	Directions					¿cómo llego a Times Square?	how do I get to Times Square?	kiel mi iras al Times Square?	wie komme ich zum Times Square?	wie chum ich zum Times Square?	
6_conversation	A1	Conversation	Directions					¿dónde me tengo que bajar?	where do I get off?	kie mi devas foriri?	wo muss ich aussteigen?	wo muess ich uusstiige?	
6_conversation	A1	Conversation	Directions				Formal	¿dónde está? / ¿dónde se encuentra?	where are you located?	kie vi estas?	wo befinden Sie sich?	wo befinde Si sich?	
6_conversation	title	Conversation	People		Conversation: People								
6_conversation	A1	Conversation	People				Formal	¿cuántas personas hay en su familia?	how many people are there in your family?	kiom da personoj estas en via familio?	wie viele Mitglieder hat ihre Familie?	wivilli Mitglieder hat ihri Familie?	
6_conversation	A1	Conversation	People				Informal	¿qué edad tiene tu padre?	how old is your father?	kiom da jaroj havas via patro? / kiom aĝas via patro?	wie alt ist dein Vater?	wie alt isch din Vater?	
6_conversation	A1	Conversation	People					tiene setenta y cinco / tiene setenta y cinco años	he's seventy-five / he's seventy-five years old	li havas sepdek kvin jarojn / li aĝas sepdek kvin jarojn	er ist fünfundsiebzig / er ist fünfundsiebzig Jahre alt	er isch föifesibezg / er isch föifesibezg Jaare alt	
6_conversation	title	Conversation	Intention		Conversation: Intention								
6_conversation	A1	Conversation	Intention					quería decir la verdad	I intended to say the truth	mi intencis diri la veron	Ich hatte vor, die Wahrheit zu sagen	ich han vorgha, d'Wahräit z'säge	
6_conversation	A1	Conversation	Intention					no quería decir una mentira	I didn't intend to say a lie	mi ne intencis diri mensogon	Ich hatte nicht vor, eine Lüge zu sagen	ich han nöd vorgha, e Lüüg z'säge	
6_conversation	A1	Conversation	Intention					no quería mentir	I didn't intend to lie	mi ne intencis mensogi	Ich wollte nicht lügen	ich han nöd vorgha, z'lüüge	
7_conjugation	title	Conjugation	Verb "to have" as in posession		Conjugation: Verb "to have" as in posession								
7_conjugation	title	Conjugation	Verb "to have" as in posession	Infinitive	Infinitive								
7_conjugation	A1	Conjugation	Verb "to have" as in posession	Infinitive				tener	to have	havi	haben	haa	
7_conjugation	title	Conjugation	Verb "to have" as in posession	Past Participle	Past Participle								
7_conjugation	A1	Conjugation	Verb "to have" as in posession	Past Participle				tenido	had	havita	gehabt	ghaa	
7_conjugation	title	Conjugation	Verb "to have" as in posession	Present Simple	Present Simple								
7_conjugation	A1	Conjugation	Verb "to have" as in posession	Present Simple				yo tengo una manzana	I have an apple	mi havas pomon	ich habe ein Apfel	ich han en Öpfel	
7_conjugation	A1	Conjugation	Verb "to have" as in posession	Present Simple			Informal	tú tienes una manzana	you have an apple	vi havas pomon	du hast ein Apfel	du häsch en Öpfel	
7_conjugation	A1	Conjugation	Verb "to have" as in posession	Present Simple			Formal	usted tiene una manzana	you have an apple	vi havas pomon	Sie haben ein Apfel	Si händ en Öpfel	
7_conjugation	A1	Conjugation	Verb "to have" as in posession	Present Simple				él tiene una manzana	he has an apple	li havas pomon	er hat ein Apfel	er hät en Öpfel	
7_conjugation	A1	Conjugation	Verb "to have" as in posession	Present Simple				ella tiene una manzana	she has an apple	ŝi havas pomon	sie hat ein Apfel	si hät en Öpfel	
7_conjugation	A1	Conjugation	Verb "to have" as in posession	Present Simple				tiene una manzana	it has an apple	ĝi havas pomon	es hat ein Apfel	es hät en Öpfel	
7_conjugation	A1	Conjugation	Verb "to have" as in posession	Present Simple				nosotros tenemos una manzana	we have an apple	ni havas pomon	wir haben ein Apfel	mir händ en Öpfel	
7_conjugation	A1	Conjugation	Verb "to have" as in posession	Present Simple				nosotras tenemos una manzana	we have an apple	ni havas pomon	wir haben ein Apfel	mir händ en Öpfel	
7_conjugation	A1	Conjugation	Verb "to have" as in posession	Present Simple			Informal	vosotros tenéis una manzana	you have an apple	vi havas pomon	ihr habt ein Apfel	ir händ en Öpfel	
7_conjugation	A1	Conjugation	Verb "to have" as in posession	Present Simple			Informal	vosotras tenéis una manzana	you have an apple	vi havas pomon	ihr habt ein Apfel	ir händ en Öpfel	
7_conjugation	A1	Conjugation	Verb "to have" as in posession	Present Simple			Formal	ustedes tienen una manzana	you have an apple	vi havas pomon	Sie haben ein Apfel	Si händ en Öpfel	
7_conjugation	A1	Conjugation	Verb "to have" as in posession	Present Simple			Formal	ustedes tienen una manzana	you have an apple	vi havas pomon	Sie haben ein Apfel	Si händ en Öpfel	
7_conjugation	A1	Conjugation	Verb "to have" as in posession	Present Simple				ellos tienen una manzana	they have an apple	ili havas pomon	sie haben ein Apfel	si händ en Öpfel	
7_conjugation	A1	Conjugation	Verb "to have" as in posession	Present Simple				ellas tienen una manzana	they have an apple	ili havas pomon	sie haben ein Apfel	si händ en Öpfel	
7_conjugation	title	Conjugation	Verb "to have" as in posession	Present Continuous	Present Continuous								
7_conjugation	A1	Conjugation	Verb "to have" as in posession	Present Continuous				()	()	()	()	()	
7_conjugation	A1	Conjugation	Verb "to have" as in posession	Present Continuous			Informal	()	()	()	()	()	
7_conjugation	A1	Conjugation	Verb "to have" as in posession	Present Continuous			Formal	()	()	()	()	()	
7_conjugation	A1	Conjugation	Verb "to have" as in posession	Present Continuous				()	()	()	()	()	
7_conjugation	A1	Conjugation	Verb "to have" as in posession	Present Continuous				()	()	()	()	()	
7_conjugation	A1	Conjugation	Verb "to have" as in posession	Present Continuous				()	()	()	()	()	
7_conjugation	A1	Conjugation	Verb "to have" as in posession	Present Continuous				()	()	()	()	()	
7_conjugation	A1	Conjugation	Verb "to have" as in posession	Present Continuous				()	()	()	()	()	
7_conjugation	A1	Conjugation	Verb "to have" as in posession	Present Continuous			Informal	()	()	()	()	()	
7_conjugation	A1	Conjugation	Verb "to have" as in posession	Present Continuous			Informal	()	()	()	()	()	
7_conjugation	A1	Conjugation	Verb "to have" as in posession	Present Continuous			Formal	()	()	()	()	()	
7_conjugation	A1	Conjugation	Verb "to have" as in posession	Present Continuous			Formal	()	()	()	()	()	
7_conjugation	A1	Conjugation	Verb "to have" as in posession	Present Continuous				()	()	()	()	()	
7_conjugation	A1	Conjugation	Verb "to have" as in posession	Present Continuous				()	()	()	()	()	
7_conjugation	title	Conjugation	Verb "to have" as in posession	Past Simple	Past Simple						(benutzt schrieblich)		
7_conjugation	A1	Conjugation	Verb "to have" as in posession	Past Simple				yo tenía una manzana	I had an apple	mi havis pomon	ich hatte ein Apfel	()	
7_conjugation	A1	Conjugation	Verb "to have" as in posession	Past Simple			Informal	tu tenías una manzana	you had an apple	vi havis pomon	du hattest ein Apfel	()	
7_conjugation	A1	Conjugation	Verb "to have" as in posession	Past Simple			Formal	usted tenía una manzana	you had an apple	vi havis pomon	Sie hatten ein Apfel	()	
7_conjugation	A1	Conjugation	Verb "to have" as in posession	Past Simple				él tenía una manzana	he had an apple	li havis pomon	er hatte ein Apfel	()	
7_conjugation	A1	Conjugation	Verb "to have" as in posession	Past Simple				ella tenía una manzana	she had an apple	ŝi havis pomon	sie hatte ein Apfel	()	
7_conjugation	A1	Conjugation	Verb "to have" as in posession	Past Simple				tenía una manzana	it had an apple	ĝi havis pomon	es hatte ein Apfel	()	
7_conjugation	A1	Conjugation	Verb "to have" as in posession	Past Simple				nosotros teníamos una manzana	we had an apple	ni havis pomon	wir hatten ein Apfel	()	
7_conjugation	A1	Conjugation	Verb "to have" as in posession	Past Simple				nosotras teníamos una manzana	we had an apple	ni havis pomon	wir hatten ein Apfel	()	
7_conjugation	A1	Conjugation	Verb "to have" as in posession	Past Simple			Informal	vosotros teníais una manzana	you had an apple	vi havis pomon	ihr hattet ein Apfel	()	
7_conjugation	A1	Conjugation	Verb "to have" as in posession	Past Simple			Informal	vosotras teníais una manzana	you had an apple	vi havis pomon	ihr hattet ein Apfel	()	
7_conjugation	A1	Conjugation	Verb "to have" as in posession	Past Simple			Formal	ustedes tenían una manzana	you had an apple	vi havis pomon	Sie hatten ein Apfel	()	
7_conjugation	A1	Conjugation	Verb "to have" as in posession	Past Simple			Formal	ustedes tenían una manzana	you had an apple	vi havis pomon	Sie hatten ein Apfel	()	
7_conjugation	A1	Conjugation	Verb "to have" as in posession	Past Simple				ellos tenían una manzana	they had an apple	ili havis pomon	sie hatten ein Apfel	()	
7_conjugation	A1	Conjugation	Verb "to have" as in posession	Past Simple				ellas tenían una manzana	they had an apple	ili havis pomon	sie hatten ein Apfel	()	
